member_id,current_age,retirement_age,years_to_retirement,gender,employment_sector,current_salary,salary_growth_rate,years_of_service,job_changes,career_breaks_months,contribution_rate,monthly_contribution,current_pot_value,expected_annual_return,inflation_rate,risk_tolerance,employer_match,health_status,education_level,final_retirement_pot
MEMBER_000488,49.8,65,15.2,Female,Finance,53108.12,0.0181,3.1,0,16.7,0.0375,166.08,5014.96,0.0745,0.0121,High,0.06,Good,Bachelor,231276.39
MEMBER_000489,42.5,66,23.5,Male,Education,52330.93,0.0116,7.0,0,0.4,0.0654,285.33,23686.82,0.0471,0.0442,High,0.0,Good,Master,289670.61
MEMBER_000490,48.6,67,18.4,Female,Private,44826.14,0.025,1.0,0,1.2,0.0593,221.62,1954.65,0.062,0.0355,Low,0.06,Fair,Master,232892.67
MEMBER_000491,29.9,67,37.1,Male,Private,47652.44,0.0212,7.9,2,0.0,0.0649,257.9,25255.86,0.0524,0.0359,High,0.03,Good,Bachelor,1342028.56
MEMBER_000492,41.6,66,24.4,Male,Private,47803.71,0.0201,3.9,0,2.1,0.1136,452.66,18045.13,0.0671,0.0328,High,0.06,Good,Bachelor,856460.37
MEMBER_000493,41.8,65,23.2,Female,Private,28171.51,0.0447,10.3,0,8.2,0.1016,238.61,34164.18,0.0774,0.0211,Low,0.03,Excellent,Bachelor,446600.76
MEMBER_000494,48.7,66,17.3,Female,Healthcare,37484.44,0.0199,26.7,4,3.3,0.0521,162.85,134940.41,0.0474,0.0244,Low,0.0,Excellent,Bachelor,399990.88
MEMBER_000495,47.6,65,17.4,Male,Technology,53964.91,0.0214,25.6,5,2.0,0.0856,384.79,289737.37,0.0466,0.0246,Low,0.0,Good,Bachelor,629062.73
MEMBER_000496,45.7,66,20.3,Female,Private,61326.62,0.0307,23.0,4,2.1,0.0687,350.98,207934.3,0.0752,0.0191,High,0.06,Good,Bachelor,1572764.4
MEMBER_000497,22.0,68,46.0,Male,Private,24687.2,0.0247,1.0,0,0.3,0.03,61.72,544.35,0.0306,0.0257,Low,0.0,Fair,Bachelor,128365.7
MEMBER_000498,54.4,66,11.6,Male,Private,80320.2,0.0119,10.2,2,0.3,0.0367,245.93,34873.02,0.0692,0.0326,Low,0.03,Good,High School,173336.83
MEMBER_000499,32.0,65,33.0,Male,Education,22140.83,0.0273,6.0,0,1.7,0.0818,150.99,10273.67,0.0566,0.0262,Medium,0.03,Good,High School,455857.56
MEMBER_000500,56.1,68,11.9,Male,Public,75950.09,0.029,23.4,1,1.4,0.1059,670.21,414073.91,0.0489,0.0364,Medium,0.05,Good,Master,922333.4
MEMBER_000501,49.2,65,15.8,Male,Private,30586.23,0.0294,27.2,0,2.4,0.0644,164.07,141765.86,0.0649,0.0238,Low,0.05,Good,Master,430984.09
MEMBER_000502,38.2,66,27.8,Female,Finance,18000.0,0.0182,5.6,0,4.0,0.0789,118.28,7260.55,0.0673,0.0339,Medium,0.03,Good,Bachelor,246845.25
MEMBER_000503,34.3,66,31.7,Male,Private,38495.63,0.0232,12.3,2,3.7,0.1407,451.51,85384.82,0.0682,0.0174,High,0.03,Fair,Bachelor,2327656.77
MEMBER_000504,65.0,66,1.0,Male,Healthcare,65957.22,0.0115,4.4,1,0.4,0.0652,358.22,16321.17,0.0328,0.0246,High,0.05,Good,High School,18961.81
MEMBER_000505,34.4,67,32.6,Male,Private,45337.47,0.0343,2.0,0,0.3,0.0684,258.5,4865.46,0.0633,0.0272,Medium,0.03,Fair,Bachelor,1044136.09
MEMBER_000506,39.9,66,26.1,Male,Education,30324.68,0.0239,17.9,1,2.0,0.0659,166.48,59993.16,0.0718,0.0378,Medium,0.06,Good,Bachelor,896252.12
MEMBER_000507,45.0,65,20.0,Male,Education,42655.6,0.0318,18.5,3,0.3,0.0996,354.15,135249.26,0.0865,0.0298,Medium,0.0,Fair,Bachelor,1003711.4
MEMBER_000508,65.0,66,1.0,Male,Private,61505.55,0.0205,43.0,4,3.2,0.0595,304.98,897758.64,0.0661,0.0274,High,0.05,Excellent,Bachelor,955059.24
MEMBER_000509,29.1,66,36.9,Female,Private,34535.21,0.0304,5.9,1,11.2,0.0935,269.04,17644.69,0.0584,0.0196,Medium,0.06,Good,High School,611915.67
MEMBER_000510,45.6,66,20.4,Female,Education,47135.62,0.0151,7.5,1,33.1,0.0309,121.49,11075.05,0.051,0.0238,Medium,0.05,Good,PhD,183497.29
MEMBER_000511,31.8,66,34.2,Female,Private,18347.28,0.0362,9.8,0,8.7,0.0869,132.82,17758.96,0.0522,0.0243,Medium,0.03,Good,Bachelor,378244.19
MEMBER_000512,54.5,65,10.5,Female,Public,48940.26,0.0309,5.8,0,0.6,0.0893,364.32,23689.56,0.0399,0.0259,Medium,0.03,Excellent,High School,97599.57
MEMBER_000513,57.3,66,8.7,Male,Private,51589.36,0.015,1.9,0,0.8,0.1083,465.73,8364.57,0.085,0.0187,Medium,0.05,Good,Bachelor,128856.07
MEMBER_000514,65.0,66,1.0,Female,Private,85686.92,0.0202,13.1,0,13.4,0.1049,749.37,156330.02,0.067,0.0136,Medium,0.0,Good,Bachelor,226973.77
MEMBER_000515,47.9,67,19.1,Female,Technology,43051.7,0.0305,25.9,2,4.8,0.0767,275.16,211908.33,0.0778,0.0291,Medium,0.0,Fair,Bachelor,1192149.04
MEMBER_000516,50.5,66,15.5,Female,Private,63650.96,0.0289,5.3,0,18.8,0.0845,448.01,25719.49,0.0524,0.0257,Medium,0.05,Good,Bachelor,298608.28
MEMBER_000517,40.5,67,26.5,Female,Private,45420.09,0.0311,18.1,2,4.3,0.0674,255.28,93560.55,0.0642,0.0161,High,0.03,Excellent,Bachelor,1240428.91
MEMBER_000518,51.7,67,15.3,Female,Education,38506.45,0.0158,7.4,3,2.0,0.1048,336.33,30015.67,0.0324,0.0329,Medium,0.03,Good,Bachelor,173354.16
MEMBER_000519,35.1,66,30.9,Male,Finance,52253.64,0.0407,13.1,1,4.5,0.0696,303.17,62927.63,0.0651,0.0247,Low,0.0,Fair,Master,780268.81
MEMBER_000520,59.0,66,7.0,Female,Private,24462.15,0.0416,12.5,1,14.0,0.0483,98.39,18961.56,0.0589,0.0204,High,0.03,Excellent,High School,52829.73
MEMBER_000521,48.4,65,16.6,Male,Private,65604.94,0.0207,5.3,0,0.1,0.1298,709.7,40959.12,0.0454,0.0309,Medium,0.0,Poor,High School,332135.73
MEMBER_000522,47.3,68,20.7,Male,Healthcare,33933.09,0.0203,8.8,0,8.0,0.0856,242.18,27411.86,0.0422,0.0303,Medium,0.0,Good,High School,235539.29
MEMBER_000523,34.4,65,30.6,Male,Healthcare,30918.21,0.0255,12.4,2,1.2,0.0328,84.5,16057.69,0.0619,0.0162,Medium,0.06,Fair,Bachelor,362443.43
MEMBER_000524,38.2,67,28.8,Male,Public,33539.75,0.0208,16.2,1,1.2,0.1099,307.29,92263.35,0.0582,0.0238,Low,0.03,Good,Bachelor,809589.06
MEMBER_000525,33.3,66,32.7,Male,Education,35812.58,0.0377,1.0,0,2.4,0.0509,151.81,1338.96,0.0653,0.0199,Medium,0.05,Good,Bachelor,569504.15
MEMBER_000526,65.0,66,1.0,Male,Public,74965.83,0.0166,23.7,5,0.2,0.0522,325.97,206436.71,0.0743,0.0199,High,0.0,Excellent,Bachelor,267904.17
MEMBER_000527,24.1,67,42.9,Male,Private,22561.99,0.0224,2.1,1,2.1,0.0648,121.88,2335.54,0.0479,0.0276,High,0.05,Good,Master,580629.21
MEMBER_000528,52.7,66,13.3,Male,Public,50305.55,0.0443,1.0,1,1.5,0.0669,280.65,2475.36,0.0503,0.0144,Medium,0.06,Good,Master,141233.79
MEMBER_000529,40.8,67,26.2,Male,Technology,79960.72,0.018,18.8,3,1.4,0.0682,454.56,179094.58,0.0767,0.0135,Medium,0.03,Good,Bachelor,2085947.44
MEMBER_000530,41.5,66,24.5,Female,Private,43138.81,0.0151,1.3,1,9.9,0.0621,223.16,2693.95,0.0523,0.0351,Low,0.06,Good,Bachelor,339683.09
MEMBER_000531,33.9,68,34.1,Male,Public,35369.23,0.0395,10.8,1,0.7,0.0309,91.1,14022.57,0.0485,0.0334,Medium,0.0,Excellent,High School,219989.98
MEMBER_000532,35.9,66,30.1,Female,Education,40389.68,0.0411,8.0,1,11.6,0.0866,291.35,28725.21,0.0525,0.0249,Medium,0.03,Fair,Bachelor,598174.38
MEMBER_000533,35.5,67,31.5,Male,Private,48322.17,0.0127,13.5,1,4.7,0.0637,256.57,56353.93,0.0557,0.0235,Medium,0.03,Good,Bachelor,709513.05
MEMBER_000534,47.0,68,21.0,Male,Finance,63364.99,0.0188,3.8,0,4.2,0.0715,377.61,14475.39,0.0708,0.029,High,0.03,Good,Bachelor,647882.84
MEMBER_000535,54.5,65,10.5,Male,Private,54328.7,0.0141,7.4,1,2.2,0.0968,438.45,39336.27,0.0497,0.0382,High,0.05,Good,Bachelor,216217.6
MEMBER_000536,65.0,67,2.0,Male,Private,87845.85,0.0377,14.3,3,5.2,0.0483,353.55,85363.4,0.068,0.0352,Low,0.05,Good,High School,156497.74
MEMBER_000537,46.8,67,20.2,Female,Private,53008.34,0.0454,24.8,7,5.0,0.0844,372.88,260073.78,0.02,0.0158,Medium,0.0,Good,Master,629558.45
MEMBER_000538,52.8,68,15.2,Female,Private,75396.05,0.0316,30.8,3,4.0,0.0911,572.66,664683.59,0.0418,0.0337,High,0.0,Fair,Master,1189935.67
MEMBER_000539,46.4,66,19.6,Male,Technology,27505.3,0.0205,5.4,1,0.6,0.0761,174.37,10185.66,0.0581,0.0231,High,0.03,Good,Bachelor,158377.73
MEMBER_000540,63.2,68,4.8,Female,Private,67834.05,0.0264,23.7,0,3.7,0.1142,645.82,410056.22,0.0391,0.0294,High,0.03,Fair,Master,621868.22
MEMBER_000541,61.2,65,3.8,Female,Private,47784.57,0.0347,15.4,1,5.1,0.0411,163.83,44888.51,0.0794,0.0265,Medium,0.05,Excellent,Bachelor,86013.75
MEMBER_000542,51.2,66,14.8,Male,Technology,51298.86,0.0346,5.9,1,0.4,0.0989,422.71,27772.39,0.0505,0.0304,Low,0.05,Good,Bachelor,210389.23
MEMBER_000543,45.8,66,20.2,Male,Education,38923.69,0.0285,3.0,0,2.2,0.0755,244.85,7061.19,0.0428,0.0158,High,0.05,Good,Bachelor,208430.79
MEMBER_000544,44.6,67,22.4,Female,Finance,54047.01,0.0266,12.1,3,12.4,0.0914,411.77,75814.43,0.0751,0.0271,Low,0.05,Good,High School,660174.2
MEMBER_000545,51.2,65,13.8,Male,Education,31640.27,0.0236,29.2,6,0.5,0.03,79.1,80621.89,0.0539,0.0227,Low,0.05,Good,High School,182440.37
MEMBER_000546,53.0,66,13.0,Female,Private,43235.91,0.024,7.7,2,5.7,0.1218,438.71,41303.86,0.0508,0.0179,Medium,0.0,Good,Bachelor,190016.31
MEMBER_000547,43.7,65,21.3,Male,Technology,69607.79,0.0222,3.1,1,0.9,0.0433,250.98,7626.92,0.0697,0.0219,Medium,0.05,Fair,Master,429392.66
MEMBER_000548,43.5,65,21.5,Male,Technology,41817.26,0.0156,5.4,1,2.6,0.0893,311.14,18395.22,0.0655,0.0195,Low,0.05,Excellent,High School,296792.7
MEMBER_000549,32.2,66,33.8,Female,Education,21891.18,0.0162,10.2,0,13.2,0.0554,101.05,14216.22,0.0527,0.0285,Medium,0.05,Good,Bachelor,426679.92
MEMBER_000550,49.7,65,15.3,Male,Private,59375.3,0.0165,3.6,0,0.4,0.0499,246.75,8932.31,0.0569,0.0221,Low,0.05,Good,PhD,167298.31
MEMBER_000551,33.1,66,32.9,Female,Healthcare,51108.78,0.0104,1.0,1,3.8,0.0929,395.85,3491.43,0.052,0.0265,High,0.05,Excellent,Bachelor,771236.02
MEMBER_000552,38.4,67,28.6,Male,Private,39506.55,0.0138,16.4,3,0.4,0.071,233.78,72026.29,0.0702,0.0353,Low,0.0,Fair,Master,605972.87
MEMBER_000553,62.1,66,3.9,Female,Private,67614.49,0.0332,8.2,1,20.7,0.0526,296.36,30259.97,0.066,0.0199,Medium,0.06,Good,Bachelor,51607.64
MEMBER_000554,42.8,65,22.2,Male,Education,55348.18,0.0339,5.0,0,0.1,0.0761,351.03,18704.87,0.0546,0.0288,Medium,0.05,Good,Master,398875.45
MEMBER_000555,31.6,66,34.4,Male,Private,48721.26,0.023,9.6,1,1.7,0.1094,444.18,57415.68,0.02,0.0262,Low,0.03,Excellent,High School,406888.53
MEMBER_000556,36.2,68,31.8,Male,Education,50597.05,0.0278,4.5,1,3.6,0.0566,238.57,11289.57,0.051,0.0139,Medium,0.06,Good,Master,693050.69
MEMBER_000557,22.3,68,45.7,Female,Education,41568.24,0.029,1.0,0,7.5,0.03,103.92,916.58,0.0521,0.0322,Low,0.06,Excellent,Bachelor,840060.83
MEMBER_000558,41.0,68,27.0,Male,Private,53077.05,0.0222,19.0,1,2.0,0.1175,519.8,209168.62,0.0372,0.0167,High,0.0,Excellent,PhD,1208982.7
MEMBER_000559,65.0,65,1.0,Female,Healthcare,49097.51,0.0342,13.9,2,2.1,0.0644,263.41,60401.68,0.039,0.0115,Medium,0.03,Fair,High School,81515.86
MEMBER_000560,40.2,66,25.8,Female,Public,22544.52,0.0183,18.2,3,8.4,0.0421,79.12,29246.04,0.0366,0.0259,High,0.03,Fair,Bachelor,168114.43
MEMBER_000561,33.1,67,33.9,Female,Healthcare,29928.93,0.0262,11.1,0,12.6,0.0581,144.98,23273.43,0.0509,0.0173,High,0.06,Good,Bachelor,797228.77
MEMBER_000562,51.3,65,13.7,Female,Private,23150.59,0.0108,10.7,3,11.1,0.1088,209.81,31675.98,0.0791,0.0338,High,0.0,Fair,Bachelor,189076.76
MEMBER_000563,51.9,66,14.1,Female,Private,46799.84,0.025,1.6,0,3.1,0.0747,291.27,4187.52,0.0513,0.0212,Medium,0.0,Good,Master,106984.85
MEMBER_000564,51.9,65,13.1,Male,Technology,77747.59,0.0387,16.3,1,3.1,0.0709,459.33,140065.08,0.0849,0.0227,Low,0.06,Fair,Bachelor,660843.91
MEMBER_000565,41.1,66,24.9,Male,Education,34294.56,0.0376,6.5,0,0.1,0.064,182.89,13698.94,0.0671,0.0232,Low,0.03,Poor,High School,260570.96
MEMBER_000566,57.8,65,7.2,Female,Public,28254.23,0.0289,1.0,0,0.9,0.0773,182.06,1624.69,0.0792,0.0175,High,0.06,Fair,Master,34137.78
MEMBER_000567,32.9,66,33.1,Female,Private,22031.4,0.0267,10.9,2,1.5,0.079,144.96,22585.69,0.0515,0.0246,High,0.03,Good,High School,560969.03
MEMBER_000568,46.6,68,21.4,Male,Private,66913.95,0.0303,22.8,4,0.8,0.0677,377.26,220413.17,0.0468,0.0194,Medium,0.05,Excellent,High School,815944.05
MEMBER_000569,45.2,65,19.8,Female,Private,27621.4,0.0257,6.0,1,8.0,0.076,174.99,11771.2,0.0529,0.027,Medium,0.03,Fair,Master,133179.05
MEMBER_000570,44.9,66,21.1,Male,Healthcare,60569.53,0.0082,22.9,2,0.5,0.0582,293.68,172130.55,0.0525,0.0165,Medium,0.0,Fair,Bachelor,737141.83
MEMBER_000571,65.0,66,1.0,Male,Healthcare,90864.39,0.0157,5.5,0,1.2,0.1002,758.75,45801.2,0.068,0.0367,Medium,0.05,Good,Bachelor,46244.22
MEMBER_000572,38.0,68,30.0,Female,Public,30754.03,0.0219,11.4,2,4.5,0.0929,237.96,39917.02,0.0609,0.0252,Medium,0.0,Good,High School,610119.45
MEMBER_000573,65.0,65,1.0,Male,Public,44626.38,0.0222,3.8,1,0.3,0.0673,250.35,9470.77,0.072,0.0262,Medium,0.03,Good,Bachelor,16788.15
MEMBER_000574,59.6,67,7.4,Female,Private,86359.57,0.0155,25.6,0,29.4,0.1123,808.5,604839.64,0.0537,0.024,Low,0.03,Excellent,Bachelor,717478.35
MEMBER_000575,39.6,65,25.4,Male,Private,40389.97,0.0321,5.6,2,3.1,0.0567,190.97,11688.44,0.0464,0.032,Medium,0.06,Excellent,High School,428691.99
MEMBER_000576,42.5,67,24.5,Female,Private,45876.3,0.0163,20.5,1,1.9,0.0899,343.79,160219.87,0.0662,0.0299,High,0.05,Good,High School,1516471.17
MEMBER_000577,22.0,67,45.0,Female,Technology,33506.94,0.0255,1.0,1,4.4,0.0749,209.15,1844.74,0.0502,0.0357,Medium,0.06,Good,High School,1056767.15
MEMBER_000578,49.0,65,16.0,Male,Private,75562.69,0.0154,1.0,0,1.4,0.0422,265.91,2345.29,0.0399,0.0192,Low,0.06,Good,Bachelor,195813.54
MEMBER_000579,57.3,67,9.7,Male,Private,73627.7,0.0121,35.3,8,7.8,0.0934,573.29,953407.45,0.0657,0.0219,Low,0.0,Good,High School,1807188.81
MEMBER_000580,65.0,65,1.0,Male,Private,77393.95,0.0193,8.1,0,1.3,0.0968,624.06,62711.52,0.0489,0.0152,Medium,0.05,Poor,High School,67289.7
MEMBER_000581,46.3,67,20.7,Female,Healthcare,40242.13,0.0252,24.3,4,7.8,0.0986,330.66,220751.92,0.051,0.0215,Medium,0.0,Good,Bachelor,668321.04
MEMBER_000582,49.6,67,17.4,Male,Technology,34290.35,0.0225,2.3,0,1.5,0.0728,208.0,4483.28,0.0419,0.0123,Low,0.05,Fair,High School,136614.59
MEMBER_000583,49.5,66,16.5,Female,Public,41473.59,0.0328,11.3,3,29.7,0.058,200.56,32965.57,0.0663,0.0223,High,0.03,Good,High School,252649.84
MEMBER_000584,49.4,65,15.6,Male,Private,44733.37,0.0241,20.7,3,0.8,0.0882,328.61,157503.45,0.0789,0.026,Low,0.06,Good,High School,705198.09
MEMBER_000585,27.1,67,39.9,Male,Healthcare,40415.15,0.0229,5.1,1,0.7,0.0553,186.39,10227.75,0.0726,0.0143,Medium,0.05,Good,Master,1217021.0
MEMBER_000586,42.9,66,23.1,Female,Education,53349.45,0.0349,20.9,4,4.8,0.1094,486.27,237570.09,0.0513,0.0267,Low,0.05,Good,Bachelor,848758.68
MEMBER_000587,42.6,66,23.4,Female,Healthcare,36009.96,0.0079,4.2,0,13.3,0.0911,273.5,11863.17,0.048,0.0214,High,0.05,Good,Bachelor,282464.17
MEMBER_000588,56.6,67,10.4,Female,Private,37754.01,0.022,1.8,0,5.3,0.1223,384.65,6218.51,0.0531,0.0304,Medium,0.03,Good,PhD,107989.78
MEMBER_000589,51.7,65,13.3,Female,Healthcare,44412.74,0.0478,4.8,0,1.0,0.058,214.61,10860.13,0.0733,0.0193,Medium,0.0,Fair,Bachelor,104031.2
MEMBER_000590,48.0,65,17.0,Male,Healthcare,43559.98,0.0194,8.4,1,2.2,0.0317,115.04,12270.36,0.0663,0.0163,Medium,0.05,Good,High School,157050.52
MEMBER_000591,58.8,67,8.2,Female,Private,34924.82,0.0113,31.7,3,2.1,0.0382,111.08,139244.35,0.0404,0.0247,Low,0.06,Good,Bachelor,220065.97
MEMBER_000592,40.4,67,26.6,Female,Private,62888.68,0.0109,4.0,1,3.4,0.0665,348.45,14174.81,0.0611,0.0331,Medium,0.05,Excellent,Master,498260.67
MEMBER_000593,47.2,66,18.8,Male,Healthcare,57976.43,0.0276,25.2,4,0.8,0.0801,387.2,279927.8,0.054,0.0137,Medium,0.03,Good,High School,747760.22
MEMBER_000594,49.5,66,16.5,Female,Public,41743.02,0.0103,27.5,4,4.2,0.0751,261.41,230797.31,0.0517,0.0252,Medium,0.05,Good,Master,682951.59
MEMBER_000595,25.1,66,40.9,Female,Education,29144.6,0.0245,3.1,0,9.9,0.0884,214.8,6437.38,0.0533,0.0219,Medium,0.0,Fair,High School,599148.39
MEMBER_000596,49.7,66,16.3,Male,Healthcare,69907.27,0.0348,7.4,2,1.1,0.1096,638.67,56898.87,0.0434,0.0188,Low,0.0,Good,Bachelor,360169.24
MEMBER_000597,44.8,65,20.2,Female,Private,49086.21,0.0167,7.2,2,10.7,0.0861,352.26,30506.95,0.0556,0.0107,High,0.0,Fair,Bachelor,264862.11
MEMBER_000598,61.1,66,4.9,Female,Public,35167.67,0.0217,1.0,1,21.2,0.0404,118.36,1043.91,0.0608,0.0301,Low,0.06,Excellent,Bachelor,20234.13
MEMBER_000599,43.5,65,21.5,Male,Private,52847.27,0.0204,16.2,1,2.2,0.0916,403.53,120646.8,0.0754,0.0239,Low,0.05,Excellent,High School,922224.33
MEMBER_000600,49.9,65,15.1,Male,Private,62476.26,0.0195,22.3,2,0.8,0.0655,340.81,189225.89,0.0572,0.0164,High,0.03,Good,Master,730433.27
MEMBER_000601,43.5,66,22.5,Male,Technology,47283.53,0.0273,21.5,3,1.2,0.1345,529.84,272650.61,0.0648,0.019,Medium,0.06,Good,Bachelor,1751615.32
MEMBER_000602,50.6,67,16.4,Female,Private,36598.12,0.0282,11.5,0,9.7,0.0331,100.8,17071.63,0.046,0.0316,Low,0.06,Excellent,High School,129796.53
MEMBER_000603,47.2,67,19.8,Male,Finance,42928.88,0.0135,9.4,2,1.8,0.0735,263.09,32910.22,0.0673,0.0145,High,0.0,Fair,Bachelor,221076.24
MEMBER_000604,42.5,65,22.5,Male,Education,46795.48,0.0271,4.0,0,0.0,0.0834,325.34,13124.32,0.055,0.0163,High,0.05,Excellent,Master,532865.65
MEMBER_000605,35.3,65,29.7,Male,Private,36298.42,0.0166,13.3,3,0.5,0.0638,192.97,41364.41,0.0573,0.0162,Medium,0.05,Good,High School,707343.01
MEMBER_000606,31.3,66,34.7,Male,Private,33281.9,0.0226,9.3,1,0.1,0.0552,152.97,18796.03,0.0653,0.0199,Low,0.05,Fair,High School,548865.8
MEMBER_000607,34.7,65,30.3,Female,Healthcare,30702.27,0.0406,12.7,1,3.4,0.0874,223.62,44370.68,0.0567,0.0248,Medium,0.06,Excellent,Master,826095.49
MEMBER_000608,30.3,67,36.7,Male,Private,36005.62,0.0275,8.3,0,3.7,0.0467,140.17,14567.58,0.0807,0.0254,Low,0.0,Good,High School,473745.34
MEMBER_000609,51.5,65,13.5,Male,Public,35321.37,0.0431,19.2,1,0.2,0.1069,314.63,128903.29,0.0644,0.0242,Low,0.03,Excellent,Bachelor,432586.61
MEMBER_000610,61.6,67,5.4,Male,Public,70401.68,0.0124,14.2,4,3.0,0.1042,611.04,146500.35,0.038,0.0232,Medium,0.05,Excellent,Bachelor,272210.61
MEMBER_000611,44.3,65,20.7,Female,Private,45851.37,0.0255,7.4,0,14.6,0.0644,245.97,21782.66,0.0653,0.0294,Low,0.03,Excellent,Master,261536.42
MEMBER_000612,46.5,67,20.5,Female,Private,38228.78,0.0237,1.0,0,5.1,0.03,95.57,842.94,0.0616,0.01,Medium,0.06,Good,Bachelor,119712.8
MEMBER_000613,41.2,65,23.8,Male,Private,52664.46,0.0275,1.3,0,0.3,0.1009,442.87,5062.43,0.0757,0.0311,High,0.06,Excellent,Bachelor,811150.29
MEMBER_000614,29.7,68,38.3,Female,Healthcare,26448.83,0.0249,1.0,0,8.1,0.1054,232.22,2048.15,0.0641,0.0371,Medium,0.05,Fair,PhD,859559.29
MEMBER_000615,32.8,65,32.2,Male,Healthcare,19803.16,0.0231,3.0,0,1.2,0.1026,169.26,4888.45,0.0403,0.0188,Medium,0.0,Good,Master,217965.34
MEMBER_000616,27.0,66,39.0,Female,Private,38380.59,0.0204,5.0,0,0.8,0.0852,272.54,14668.96,0.0422,0.0238,Medium,0.03,Fair,Bachelor,618810.7
MEMBER_000617,54.9,67,12.1,Male,Public,39564.85,0.0332,15.3,1,1.1,0.0812,267.87,72700.13,0.0782,0.0298,Medium,0.06,Fair,Bachelor,325751.43
MEMBER_000618,41.9,68,26.1,Male,Private,57277.38,0.0168,19.2,2,3.2,0.03,143.19,58823.56,0.0476,0.0226,Medium,0.05,Excellent,High School,457500.36
MEMBER_000619,46.5,67,20.5,Male,Private,48495.6,0.0278,24.5,4,0.8,0.097,391.94,266144.86,0.0384,0.0285,Low,0.03,Excellent,Bachelor,733528.43
MEMBER_000620,47.9,66,18.1,Female,Private,44165.28,0.0229,20.8,1,0.5,0.1096,403.51,194417.65,0.0619,0.0323,Low,0.03,Excellent,Bachelor,651522.67
MEMBER_000621,65.0,67,2.0,Female,Healthcare,38622.14,0.0233,6.7,2,4.1,0.0912,293.45,22786.57,0.0364,0.0225,High,0.05,Good,Bachelor,38105.72
MEMBER_000622,25.5,67,41.5,Male,Finance,18000.0,0.0183,3.5,0,3.1,0.0769,115.39,4009.63,0.0631,0.0413,Medium,0.05,Excellent,Bachelor,599879.16
MEMBER_000623,38.6,66,27.4,Male,Private,51275.6,0.032,5.3,0,0.0,0.0318,135.76,7832.53,0.0569,0.0236,High,0.03,Good,High School,325763.28
MEMBER_000624,47.0,66,19.0,Female,Public,32524.77,0.0223,6.5,0,3.9,0.1105,299.6,22549.6,0.0356,0.0236,Low,0.03,Fair,Bachelor,199049.01
MEMBER_000625,31.0,66,35.0,Male,Finance,38708.55,0.0096,7.9,2,0.5,0.0828,267.09,26216.14,0.0625,0.0347,Medium,0.03,Good,PhD,521988.83
MEMBER_000626,51.0,66,15.0,Female,Private,55172.51,0.0126,16.4,3,20.2,0.1253,575.94,176869.02,0.0718,0.0136,Medium,0.06,Good,Bachelor,813272.92
MEMBER_000627,29.7,68,38.3,Female,Healthcare,21935.32,0.0123,7.7,0,2.0,0.082,149.94,14057.18,0.0768,0.04,High,0.05,Fair,Bachelor,956552.04
MEMBER_000628,45.0,66,21.0,Male,Private,45990.53,0.029,8.3,2,1.2,0.1482,568.09,59753.76,0.06,0.0232,High,0.05,Good,Bachelor,997011.42
MEMBER_000629,50.5,65,14.5,Male,Private,78705.99,0.0346,1.0,0,0.6,0.0441,289.07,2549.63,0.0593,0.01,Low,0.06,Excellent,Bachelor,223302.54
MEMBER_000630,57.6,65,7.4,Male,Healthcare,49439.88,0.0302,1.0,0,1.1,0.1029,423.94,3739.11,0.0762,0.0252,High,0.06,Good,PhD,74616.48
MEMBER_000631,41.2,65,23.8,Male,Healthcare,43971.3,0.0255,1.5,1,4.8,0.0394,144.55,1915.53,0.0485,0.0247,High,0.05,Excellent,High School,281890.18
MEMBER_000632,43.1,66,22.9,Female,Private,47253.98,0.0122,15.2,1,21.2,0.0841,331.25,88919.92,0.0728,0.0278,Medium,0.06,Poor,Bachelor,870432.58
MEMBER_000633,43.9,65,21.1,Male,Public,42599.39,0.0165,6.7,0,0.2,0.0479,170.05,13259.83,0.0565,0.0228,Medium,0.03,Good,Master,254505.66
MEMBER_000634,33.3,68,34.7,Female,Private,26335.45,0.0298,11.3,3,42.3,0.083,182.09,29880.43,0.0472,0.0205,Medium,0.03,Excellent,PhD,598568.56
MEMBER_000635,59.7,66,6.3,Female,Technology,38434.22,0.0157,29.7,8,2.4,0.1304,417.62,445540.97,0.04,0.0309,Low,0.03,Poor,Bachelor,476254.51
MEMBER_000636,40.1,66,25.9,Male,Public,35066.2,0.005,3.4,0,0.4,0.1022,298.69,10200.77,0.0693,0.0145,High,0.06,Excellent,High School,749649.88
MEMBER_000637,34.3,66,31.7,Female,Private,37376.08,0.03,12.3,0,6.5,0.03,93.44,17593.6,0.0563,0.0192,Low,0.0,Excellent,Bachelor,158866.44
MEMBER_000638,52.7,66,13.3,Male,Healthcare,75095.68,0.0149,30.7,1,4.3,0.0561,351.11,406555.66,0.0329,0.0257,Medium,0.05,Fair,High School,772820.72
MEMBER_000639,30.1,65,34.9,Male,Public,25812.0,0.0485,8.1,0,0.8,0.1085,233.38,23485.13,0.0531,0.0205,Low,0.05,Good,Bachelor,528115.17
MEMBER_000640,31.0,67,36.0,Male,Healthcare,29817.54,0.04,5.3,0,0.2,0.0805,200.15,11519.16,0.0345,0.0215,High,0.06,Poor,Master,743934.02
MEMBER_000641,37.5,66,28.5,Female,Education,31024.77,0.025,6.4,0,1.5,0.0853,220.63,16047.34,0.0741,0.0267,Medium,0.06,Good,Master,678796.06
