member_id,claim_id,claim_type,claim_amount,claim_timestamp,login_timestamp,account_age_months,previous_claims_30d,device_type,browser,operating_system,device_fingerprint,is_new_device,ip_address,country,multiple_ips_same_day,failed_login_attempts,is_unusual_hours,is_weekend,session_duration_min,distance_from_last_login_km,travel_velocity_kmh,impossible_travel,user_agent_anomaly_score,email_verified,phone_verified,two_fa_enabled,risk_score,label
NEST010109,CLM00000109,account_change,0.0,2024-06-15 17:37:00,2024-06-15 17:22:00,56,2,mobile,Safari,Android,fe9044b1,False,119.198.174.151,CA,1,0,False,True,56.03,147.72,12.47,False,0.034,True,True,True,17.01,legitimate
NEST010110,CLM00000110,account_change,0.0,2024-05-09 11:30:00,2024-05-09 10:43:00,18,1,tablet,Edge,iOS,50853bbf,True,18.77.12.208,US,1,1,False,False,18.22,338.57,21.53,False,0.394,True,True,True,24.59,legitimate
NEST010111,CLM00000111,withdrawal,9966.7,2024-02-19 20:11:00,2024-02-19 19:45:00,23,1,desktop,Opera,macOS,f6549ca3,False,116.152.110.100,UK,1,0,False,False,49.8,351.88,49.98,False,0.231,True,True,True,11.9,legitimate
NEST010112,CLM00000112,account_change,0.0,2024-05-16 16:40:00,2024-05-16 16:14:00,4,7,tablet,Chrome,iOS,54d465a6,False,91.217.118.159,NG,2,7,False,False,4.38,8053.8,2207.87,True,0.877,False,False,True,79.59,fraudulent
NEST010113,CLM00000113,account_change,0.0,2024-07-04 22:58:00,2024-07-04 22:22:00,53,0,desktop,Edge,iOS,0ffde54b,False,36.48.81.216,IE,1,1,False,False,19.76,242.3,10.6,False,0.154,True,True,True,22.21,legitimate
NEST010114,CLM00000114,transfer,854.9,2024-05-15 05:05:00,2024-05-15 04:46:00,48,0,desktop,Safari,macOS,8169fd56,False,138.74.44.200,IE,1,1,True,False,15.71,56.61,4.22,False,0.31,True,True,False,6.46,legitimate
NEST010115,CLM00000115,account_change,0.0,2023-08-12 13:06:00,2023-08-12 12:17:00,59,2,desktop,Safari,Windows,4da23f20,False,116.68.90.221,US,1,0,False,True,50.54,118.47,6.33,False,0.235,True,True,True,10.81,legitimate
NEST010116,CLM00000116,withdrawal,8451.93,2023-07-31 01:36:00,2023-07-31 01:01:00,34,2,desktop,Safari,iOS,9d30a1f7,True,75.147.69.244,US,1,1,True,False,53.35,496.24,22.46,False,0.051,True,True,False,34.0,legitimate
NEST010117,CLM00000117,account_change,0.0,2024-02-07 15:09:00,2024-02-07 14:51:00,48,2,tablet,Edge,Android,9f543b1d,False,116.20.163.204,US,1,1,False,False,32.73,438.66,26.07,False,0.195,True,True,False,8.26,legitimate
NEST010118,CLM00000118,account_change,0.0,2024-11-11 22:22:00,2024-11-11 21:31:00,66,0,tablet,Edge,macOS,3214a026,False,248.110.212.55,IE,1,1,False,False,38.31,288.97,34.25,False,0.194,True,True,True,8.49,legitimate
NEST010119,CLM00000119,transfer,2316.81,2023-01-17 03:59:00,2023-01-17 03:58:00,66,1,mobile,Firefox,macOS,3cbf8b7b,True,226.167.78.41,DE,1,1,True,False,55.19,185.92,29.12,False,0.066,True,True,True,13.2,legitimate
NEST010120,CLM00000120,account_change,0.0,2023-04-08 00:13:00,2023-04-08 00:04:00,42,0,tablet,Firefox,Linux,0408750a,False,175.114.3.3,FR,1,1,True,True,21.45,238.85,14.21,False,0.036,True,True,True,15.47,legitimate
NEST010121,CLM00000121,withdrawal,8427.12,2024-10-18 21:09:00,2024-10-18 20:29:00,16,0,tablet,Firefox,Android,2effa123,False,90.185.55.161,CA,1,1,False,False,15.02,43.34,2.09,False,0.301,True,True,False,16.01,legitimate
NEST010122,CLM00000122,transfer,7411.49,2024-10-22 02:15:00,2024-10-22 01:36:00,47,2,mobile,Chrome,iOS,80f1a8ea,False,53.133.156.131,AU,1,1,True,False,49.69,391.9,24.99,False,0.096,True,True,True,7.49,legitimate
NEST010123,CLM00000123,withdrawal,13051.4,2024-01-05 10:08:00,2024-01-05 09:41:00,36,2,mobile,Opera,macOS,dfe2bdee,True,196.121.245.253,US,1,0,False,False,56.13,107.87,130.89,False,0.379,True,True,False,31.85,legitimate
NEST010124,CLM00000124,transfer,7584.54,2023-03-26 20:34:00,2023-03-26 20:28:00,46,1,mobile,Chrome,Linux,e9a757a2,False,236.53.250.207,CA,1,1,False,True,42.49,381.61,26.72,False,0.257,True,True,False,13.35,legitimate
NEST010125,CLM00000125,transfer,1132.83,2023-04-29 14:39:00,2023-04-29 13:51:00,50,2,tablet,Firefox,Windows,d2246660,True,4.182.36.180,UK,1,1,False,True,46.04,391.49,30.61,False,0.067,True,True,True,36.02,legitimate
NEST010126,CLM00000126,withdrawal,1894.21,2023-12-10 13:17:00,2023-12-10 12:40:00,45,2,tablet,Chrome,Android,b44b619d,False,117.131.93.15,IE,1,0,False,True,15.15,127.56,13.96,False,0.23,True,True,True,6.54,legitimate
NEST010127,CLM00000127,withdrawal,13883.17,2023-02-17 15:23:00,2023-02-17 14:23:00,36,0,desktop,Opera,Android,e641a14e,False,58.83.64.107,FR,1,0,False,False,43.67,59.7,4.29,False,0.021,True,True,True,19.03,legitimate
NEST010128,CLM00000128,transfer,5752.58,2023-11-15 10:05:00,2023-11-15 09:52:00,47,1,mobile,Opera,iOS,082f0f38,False,190.160.63.119,FR,1,1,False,False,46.62,387.94,16.2,False,0.219,True,True,False,5.84,legitimate
NEST010129,CLM00000129,account_change,0.0,2024-12-11 00:21:00,2024-12-10 23:56:00,12,2,tablet,Safari,Windows,5e4588a3,False,53.136.252.61,NL,1,0,True,False,23.99,71.19,3.05,False,0.018,True,True,True,36.35,legitimate
NEST010130,CLM00000130,account_change,0.0,2023-03-28 18:06:00,2023-03-28 17:25:00,44,0,mobile,Chrome,Linux,fc705166,False,146.16.112.170,CA,1,1,False,False,29.65,463.02,22.59,False,0.333,True,True,True,38.02,legitimate
NEST010131,CLM00000131,account_change,0.0,2023-04-22 04:06:00,2023-04-22 03:36:00,22,1,mobile,Edge,Windows,85cc92a4,False,138.92.247.198,AU,1,1,True,True,17.88,59.96,8.91,False,0.274,True,True,True,34.26,legitimate
NEST010132,CLM00000132,withdrawal,8188.44,2024-12-29 07:22:00,2024-12-29 07:02:00,37,2,mobile,Firefox,Windows,4e897379,True,244.104.219.116,AU,1,0,False,True,10.6,69.9,3.6,False,0.332,False,True,False,18.03,legitimate
NEST010133,CLM00000133,account_change,0.0,2023-03-28 18:37:00,2023-03-28 18:35:00,28,0,desktop,Firefox,Android,0b3696fa,True,208.33.24.232,FR,1,1,False,False,31.66,462.07,273.41,False,0.29,True,True,True,17.39,legitimate
NEST010134,CLM00000134,transfer,898.47,2023-10-14 14:56:00,2023-10-14 14:16:00,21,2,desktop,Safari,Android,190a153f,True,106.226.141.123,UK,1,1,False,True,54.23,99.73,26.77,False,0.21,True,True,False,39.63,legitimate
NEST010135,CLM00000135,transfer,4456.39,2024-05-06 17:50:00,2024-05-06 17:17:00,43,2,mobile,Edge,iOS,57d5df18,True,47.7.82.153,AU,1,1,False,False,36.47,495.77,264.14,False,0.307,False,False,True,27.99,legitimate
NEST010136,CLM00000136,account_change,0.0,2023-02-27 07:36:00,2023-02-27 07:13:00,66,1,desktop,Firefox,macOS,d6dbc9f1,False,152.82.207.189,FR,1,0,False,False,38.38,175.84,10.32,False,0.057,True,True,False,38.96,legitimate
NEST010137,CLM00000137,withdrawal,4256.73,2024-05-17 01:05:00,2024-05-17 01:03:00,15,0,tablet,Edge,Windows,2a24338f,False,85.235.158.52,CA,1,0,True,False,26.18,422.14,19.11,False,0.009,True,False,False,34.63,legitimate
NEST010138,CLM00000138,withdrawal,9204.23,2024-01-18 22:42:00,2024-01-18 22:22:00,37,1,mobile,Firefox,macOS,43c76f12,False,188.243.112.203,IE,1,0,False,False,54.48,280.99,16.41,False,0.245,True,True,False,18.24,legitimate
NEST010139,CLM00000139,transfer,11411.06,2023-05-11 05:46:00,2023-05-11 05:20:00,12,2,tablet,Chrome,macOS,70a645ea,False,155.82.236.208,AU,1,0,True,False,47.27,70.32,3.12,False,0.095,False,True,False,8.11,legitimate
NEST010140,CLM00000140,account_change,0.0,2023-12-10 14:00:00,2023-12-10 13:44:00,28,0,tablet,Chrome,iOS,a3877368,True,66.202.28.185,UK,1,1,False,True,54.23,484.55,27.35,False,0.197,True,True,True,21.78,legitimate
NEST010141,CLM00000141,account_change,0.0,2024-12-04 07:10:00,2024-12-04 06:18:00,40,0,desktop,Safari,Windows,be9a4a4a,False,82.67.244.27,US,1,1,False,False,57.09,37.5,8.76,False,0.391,True,False,False,29.66,legitimate
NEST010142,CLM00000142,account_change,0.0,2023-06-18 19:56:00,2023-06-18 19:52:00,39,0,desktop,Safari,macOS,e5415cfe,False,250.49.105.179,DE,1,1,False,True,38.59,24.82,4.08,False,0.336,True,True,True,15.31,legitimate
NEST010143,CLM00000143,account_change,0.0,2024-05-06 06:06:00,2024-05-06 05:55:00,13,0,tablet,Safari,Windows,083cff55,False,122.217.30.79,NL,1,1,False,False,19.24,272.06,102.99,False,0.354,True,True,True,21.28,legitimate
NEST010144,CLM00000144,transfer,8509.42,2024-07-31 01:09:00,2024-07-31 01:03:00,60,0,tablet,Safari,Linux,975ecf67,False,106.249.194.151,AU,1,1,True,False,36.78,209.32,10.61,False,0.347,True,True,True,7.76,legitimate
NEST010145,CLM00000145,account_change,0.0,2023-02-05 16:36:00,2023-02-05 15:44:00,69,2,tablet,Opera,macOS,8694f22a,False,31.244.194.115,CA,1,0,False,True,16.31,404.23,17.31,False,0.169,False,True,False,26.95,legitimate
NEST010146,CLM00000146,transfer,1270.64,2023-11-24 23:58:00,2023-11-24 23:22:00,63,1,mobile,Opera,iOS,b9296488,False,220.71.134.118,UK,1,1,True,False,38.33,74.82,23.8,False,0.233,False,True,True,32.28,legitimate
NEST010147,CLM00000147,account_change,0.0,2023-12-19 13:16:00,2023-12-19 12:44:00,36,2,tablet,Opera,Android,31f550d4,False,10.45.71.104,CA,1,1,False,False,26.57,444.79,315.14,False,0.095,True,False,False,5.71,legitimate
NEST010148,CLM00000148,transfer,10369.7,2023-11-15 08:53:00,2023-11-15 08:46:00,43,2,desktop,Firefox,iOS,d951f6dd,False,250.191.114.199,FR,1,1,False,False,32.09,44.64,3.03,False,0.365,True,True,True,18.09,legitimate
NEST010149,CLM00000149,withdrawal,42318.08,2023-03-09 09:45:00,2023-03-09 08:48:00,2,7,tablet,Chrome,macOS,081a67a0,True,50.225.214.52,AU,2,4,False,False,8.57,13235.06,775.85,False,0.854,True,True,False,84.85,fraudulent
NEST010150,CLM00000150,transfer,2380.41,2024-08-23 17:22:00,2024-08-23 16:34:00,34,1,tablet,Chrome,iOS,3a64321e,False,8.99.13.42,AU,1,0,False,False,30.48,134.54,8.19,False,0.008,True,True,True,36.9,legitimate
NEST010151,CLM00000151,account_change,0.0,2023-01-09 07:16:00,2023-01-09 06:30:00,50,1,tablet,Safari,Android,7cb4ca5a,False,230.97.219.90,IE,1,1,False,False,41.18,260.32,34.25,False,0.234,True,False,False,34.38,legitimate
NEST010152,CLM00000152,account_change,0.0,2024-09-15 09:19:00,2024-09-15 08:48:00,55,0,desktop,Safari,iOS,5785f3d3,False,164.84.221.71,DE,1,1,False,True,22.02,258.65,52.5,False,0.023,True,True,True,16.19,legitimate
NEST010153,CLM00000153,withdrawal,13696.76,2024-11-02 15:18:00,2024-11-02 14:53:00,28,1,tablet,Chrome,Linux,68f82f62,False,182.255.147.209,AU,1,0,False,True,33.79,319.16,19.19,False,0.376,True,True,True,28.02,legitimate
NEST010154,CLM00000154,transfer,3474.5,2023-04-10 15:08:00,2023-04-10 14:19:00,59,2,desktop,Safari,Windows,280a9123,False,57.91.58.191,DE,1,1,False,False,33.19,292.79,31.71,False,0.047,True,True,True,26.72,legitimate
NEST010155,CLM00000155,withdrawal,6343.37,2024-05-27 03:55:00,2024-05-27 03:28:00,55,1,desktop,Firefox,macOS,0d91693c,True,255.52.88.105,IE,1,0,True,False,41.55,243.79,12.96,False,0.071,True,True,True,31.64,legitimate
NEST010156,CLM00000156,withdrawal,7071.96,2024-05-16 02:08:00,2024-05-16 01:42:00,51,1,mobile,Edge,Android,a1e87f45,False,2.10.137.52,FR,1,1,True,False,10.9,265.52,14.52,False,0.002,True,True,False,15.92,legitimate
NEST010157,CLM00000157,account_change,0.0,2024-08-25 09:10:00,2024-08-25 08:51:00,1,5,mobile,Opera,Linux,48a190a5,True,135.87.112.228,CN,5,4,False,True,12.56,14068.94,776.1,False,0.608,True,False,False,70.55,fraudulent
NEST010158,CLM00000158,withdrawal,1523.09,2024-01-11 22:41:00,2024-01-11 22:24:00,62,2,tablet,Opera,Windows,3a955adb,False,153.255.13.170,US,1,0,False,False,32.22,57.89,35.44,False,0.049,True,True,True,29.0,legitimate
NEST010159,CLM00000159,transfer,25140.86,2024-11-08 03:42:00,2024-11-08 03:15:00,5,4,desktop,Opera,Linux,771fd5ec,True,31.73.30.201,CN,4,8,True,False,5.84,12034.37,940.63,False,0.616,False,True,False,78.27,fraudulent
NEST010160,CLM00000160,account_change,0.0,2023-04-02 03:53:00,2023-04-02 03:47:00,4,4,tablet,Chrome,Windows,8e26fc18,True,232.66.165.60,NG,2,2,True,True,6.68,426.12,21.73,False,0.871,False,True,False,92.26,fraudulent
NEST010161,CLM00000161,withdrawal,48428.12,2024-11-10 20:10:00,2024-11-10 19:13:00,4,5,tablet,Chrome,iOS,64201818,True,209.88.47.30,RO,5,7,False,True,12.36,324.42,15.83,False,0.645,False,True,False,73.98,fraudulent
NEST010162,CLM00000162,account_change,0.0,2024-05-09 18:43:00,2024-05-09 18:03:00,40,0,mobile,Safari,Linux,f00ace97,False,8.221.176.226,CA,1,1,False,False,12.3,205.64,65.2,False,0.105,True,True,True,31.86,legitimate
NEST010163,CLM00000163,account_change,0.0,2023-08-18 21:55:00,2023-08-18 21:21:00,33,2,tablet,Opera,Windows,4b122949,False,111.170.187.64,IE,1,1,False,False,54.6,413.22,103.48,False,0.245,True,False,True,21.43,legitimate
NEST010164,CLM00000164,withdrawal,5632.53,2023-03-18 15:20:00,2023-03-18 15:16:00,27,1,tablet,Firefox,Linux,1739fc33,True,165.97.104.210,AU,1,1,False,True,52.83,224.05,11.59,False,0.179,True,True,True,8.59,legitimate
NEST010165,CLM00000165,account_change,0.0,2024-07-16 00:52:00,2024-07-16 00:12:00,17,2,tablet,Safari,Linux,3ae89e25,False,144.53.168.172,IE,1,1,True,False,52.22,408.29,20.52,False,0.133,True,True,False,17.72,legitimate
NEST010166,CLM00000166,withdrawal,5971.95,2024-11-05 07:00:00,2024-11-05 06:08:00,33,2,mobile,Opera,Linux,cd476ee7,False,96.180.28.12,CA,1,1,False,False,19.38,305.43,101.35,False,0.372,True,True,False,30.09,legitimate
NEST010167,CLM00000167,transfer,29303.63,2023-02-17 20:53:00,2023-02-17 20:23:00,67,6,tablet,Opera,Linux,0e61d69c,True,35.247.128.2,RU,5,8,False,False,13.83,390.54,27.41,False,0.877,True,False,True,86.44,fraudulent
NEST010168,CLM00000168,transfer,11032.97,2024-05-31 12:26:00,2024-05-31 12:08:00,50,0,mobile,Safari,iOS,91f883a5,False,116.207.35.36,NL,1,1,False,False,25.7,273.9,13.48,False,0.295,True,True,True,30.0,legitimate
NEST010169,CLM00000169,account_change,0.0,2023-05-16 22:41:00,2023-05-16 22:06:00,23,2,tablet,Safari,Windows,321bad45,False,195.91.144.123,NL,1,1,False,False,10.64,211.19,10.0,False,0.043,True,True,True,14.34,legitimate
NEST010170,CLM00000170,transfer,1213.38,2024-11-30 08:09:00,2024-11-30 07:55:00,65,1,tablet,Chrome,iOS,6ec0b354,False,209.116.27.158,AU,1,1,False,True,49.94,392.15,64.46,False,0.115,True,False,True,38.48,legitimate
NEST010171,CLM00000171,transfer,3390.42,2024-07-19 01:00:00,2024-07-19 00:04:00,59,2,mobile,Firefox,iOS,fe4d076e,False,194.151.140.190,AU,1,0,True,False,44.13,88.71,11.97,False,0.075,True,True,True,20.0,legitimate
NEST010172,CLM00000172,withdrawal,1079.03,2023-06-14 18:54:00,2023-06-14 18:08:00,28,1,desktop,Chrome,macOS,bb3c82bb,False,238.83.153.14,DE,1,1,False,False,36.27,353.84,159.91,False,0.383,True,True,True,24.01,legitimate
NEST010173,CLM00000173,transfer,4307.27,2023-08-15 06:42:00,2023-08-15 06:28:00,33,1,tablet,Opera,Android,648cb18b,True,144.211.193.252,UK,1,1,False,False,40.69,452.25,41.21,False,0.248,False,True,True,37.06,legitimate
NEST010174,CLM00000174,transfer,784.12,2023-09-20 17:46:00,2023-09-20 16:53:00,30,2,mobile,Opera,Linux,60f131b8,False,115.125.12.76,AU,1,0,False,False,57.81,83.7,3.67,False,0.215,True,True,True,32.08,legitimate
NEST010175,CLM00000175,transfer,8581.54,2023-04-17 06:34:00,2023-04-17 05:44:00,65,2,mobile,Chrome,macOS,d1882861,True,7.118.184.85,UK,1,0,False,False,13.52,125.95,26.9,False,0.329,True,True,True,19.16,legitimate
NEST010176,CLM00000176,transfer,7876.36,2024-11-20 03:34:00,2024-11-20 03:29:00,12,2,tablet,Opera,Windows,10f574bb,False,180.218.19.92,US,1,1,True,False,56.33,140.76,9.54,False,0.153,True,True,True,12.7,legitimate
NEST010177,CLM00000177,account_change,0.0,2023-10-30 20:09:00,2023-10-30 19:12:00,31,2,tablet,Safari,Windows,39161da3,True,142.224.143.37,US,1,1,False,False,25.23,473.49,36.08,False,0.299,True,True,True,27.61,legitimate
NEST010178,CLM00000178,withdrawal,4538.38,2023-07-08 07:39:00,2023-07-08 07:27:00,65,0,tablet,Opera,Windows,456dc23c,False,218.193.239.254,IE,1,0,False,True,14.91,33.68,4.59,False,0.29,True,True,True,27.94,legitimate
NEST010179,CLM00000179,account_change,0.0,2023-03-13 06:20:00,2023-03-13 05:37:00,3,7,mobile,Opera,macOS,704cb97d,True,145.146.94.207,RO,4,3,False,False,5.6,320.42,16.9,False,0.744,False,True,False,81.13,fraudulent
NEST010180,CLM00000180,transfer,7476.22,2024-07-18 03:11:00,2024-07-18 02:16:00,53,1,desktop,Opera,macOS,7a9164d1,False,68.188.227.161,US,1,0,True,False,50.63,315.81,15.43,False,0.232,True,True,True,14.12,legitimate
NEST010181,CLM00000181,account_change,0.0,2024-04-28 20:49:00,2024-04-28 20:23:00,21,1,desktop,Opera,iOS,6c3d9f9d,False,35.119.129.131,US,1,0,False,True,50.33,423.99,26.38,False,0.246,True,True,True,11.27,legitimate
NEST010182,CLM00000182,account_change,0.0,2023-05-30 23:46:00,2023-05-30 23:43:00,42,1,desktop,Edge,macOS,ff45071c,False,17.68.95.60,UK,1,1,True,False,54.08,458.95,47.71,False,0.016,True,True,False,27.17,legitimate
NEST010183,CLM00000183,account_change,0.0,2023-09-27 18:34:00,2023-09-27 18:09:00,48,0,tablet,Edge,iOS,9dd961cb,False,151.168.230.214,US,1,1,False,False,30.29,111.45,4.77,False,0.327,True,True,False,5.23,legitimate
NEST010184,CLM00000184,transfer,7899.99,2023-06-19 07:04:00,2023-06-19 06:54:00,44,0,desktop,Firefox,iOS,5c3ed83d,False,155.184.210.31,AU,1,1,False,False,33.94,240.76,13.82,False,0.084,True,True,True,6.51,legitimate
NEST010185,CLM00000185,withdrawal,13471.17,2023-05-18 20:32:00,2023-05-18 20:28:00,14,0,desktop,Safari,macOS,2a400939,False,133.246.104.154,UK,1,1,False,False,40.33,108.3,4.76,False,0.189,True,True,True,9.99,legitimate
NEST010186,CLM00000186,withdrawal,3348.1,2024-09-30 21:32:00,2024-09-30 21:10:00,28,2,mobile,Opera,Linux,1980e560,True,18.59.97.99,CA,1,0,False,False,44.22,454.67,35.57,False,0.331,True,True,False,25.99,legitimate
NEST010187,CLM00000187,account_change,0.0,2024-05-30 03:05:00,2024-05-30 02:56:00,42,2,tablet,Opera,Windows,5d95fc7f,False,230.241.199.174,NL,1,1,True,False,31.45,348.82,16.56,False,0.375,True,True,True,33.16,legitimate
NEST010188,CLM00000188,account_change,0.0,2024-08-12 03:27:00,2024-08-12 02:56:00,20,1,desktop,Chrome,iOS,86b72bc3,True,154.225.140.105,DE,1,0,True,False,10.36,58.91,4.18,False,0.262,True,True,True,10.42,legitimate
NEST010189,CLM00000189,transfer,4704.91,2023-09-25 17:27:00,2023-09-25 16:43:00,48,1,mobile,Firefox,Android,82e4d44e,False,142.201.143.124,CA,1,1,False,False,27.22,153.33,23.72,False,0.282,True,True,True,31.17,legitimate
NEST010190,CLM00000190,account_change,0.0,2023-06-15 03:13:00,2023-06-15 02:22:00,44,1,mobile,Opera,Linux,2f756462,False,179.176.181.14,CA,1,0,True,False,33.58,411.63,21.21,False,0.24,True,True,True,26.32,legitimate
NEST010191,CLM00000191,transfer,8683.47,2024-09-20 20:33:00,2024-09-20 20:29:00,30,2,desktop,Edge,Android,c6e8ee6a,True,3.52.218.169,DE,1,0,False,False,27.99,337.01,22.53,False,0.262,False,True,True,18.98,legitimate
NEST010192,CLM00000192,transfer,8974.64,2024-08-23 06:33:00,2024-08-23 05:34:00,12,0,desktop,Opera,iOS,6d7dd9dc,False,186.213.144.235,FR,1,1,False,False,32.74,481.53,82.77,False,0.162,True,True,True,24.55,legitimate
NEST010193,CLM00000193,transfer,6685.89,2023-04-30 16:16:00,2023-04-30 15:59:00,68,2,tablet,Edge,Android,f6ad6ad3,False,145.124.198.63,FR,1,1,False,True,53.1,448.26,27.14,False,0.193,True,True,False,12.71,legitimate
NEST010194,CLM00000194,transfer,611.82,2024-02-27 11:33:00,2024-02-27 11:17:00,46,1,mobile,Chrome,Android,e932aee2,False,173.192.211.88,US,1,0,False,False,54.72,176.77,15.11,False,0.108,True,True,False,22.46,legitimate
NEST010195,CLM00000195,account_change,0.0,2023-09-05 08:13:00,2023-09-05 07:19:00,26,0,desktop,Opera,iOS,d47824fe,False,40.200.28.31,US,1,1,False,False,37.07,382.12,25.6,False,0.017,True,True,True,39.49,legitimate
NEST010196,CLM00000196,transfer,6378.04,2024-05-17 05:48:00,2024-05-17 05:33:00,70,1,tablet,Firefox,Windows,e81fda99,False,135.205.109.123,UK,1,1,True,False,32.86,387.95,18.72,False,0.048,True,True,True,28.59,legitimate
NEST010197,CLM00000197,withdrawal,4635.81,2023-11-30 11:39:00,2023-11-30 11:22:00,67,2,desktop,Safari,Android,e32612df,False,246.157.88.94,CA,1,0,False,False,28.25,376.1,36.34,False,0.16,True,True,False,29.01,legitimate
NEST010198,CLM00000198,account_change,0.0,2023-10-04 07:35:00,2023-10-04 07:22:00,39,1,desktop,Firefox,Android,dd9fe593,True,207.3.46.108,IE,1,1,False,False,38.11,150.02,7.91,False,0.227,True,True,True,33.48,legitimate
NEST010199,CLM00000199,account_change,0.0,2023-04-09 14:47:00,2023-04-09 14:23:00,33,1,mobile,Opera,Linux,7fe43163,False,239.208.66.89,UK,1,1,False,True,19.95,481.56,23.06,False,0.23,True,True,False,17.43,legitimate
NEST010200,CLM00000200,transfer,3795.02,2024-04-02 02:24:00,2024-04-02 02:14:00,51,2,desktop,Safari,Android,5dc5c324,True,162.157.147.104,US,1,1,True,False,24.57,158.44,27.02,False,0.107,True,True,True,35.2,legitimate
NEST010201,CLM00000201,account_change,0.0,2024-06-17 14:26:00,2024-06-17 13:31:00,22,0,desktop,Firefox,macOS,07792351,False,170.65.241.191,US,1,1,False,False,53.93,31.9,10.92,False,0.219,True,True,False,7.91,legitimate
NEST010202,CLM00000202,withdrawal,6457.85,2023-03-28 20:59:00,2023-03-28 20:43:00,68,0,tablet,Safari,Android,6bdef920,True,161.33.34.135,CA,1,1,False,False,33.81,162.6,7.85,False,0.39,True,True,True,38.93,legitimate
NEST010203,CLM00000203,withdrawal,11484.76,2024-08-28 19:29:00,2024-08-28 19:01:00,52,2,tablet,Opera,iOS,9ce93438,False,233.89.124.139,AU,1,1,False,False,17.79,206.1,26.65,False,0.004,True,True,True,15.04,legitimate
NEST010204,CLM00000204,account_change,0.0,2024-05-18 15:19:00,2024-05-18 14:27:00,12,1,mobile,Opera,macOS,6e4acd02,False,204.2.141.96,AU,1,1,False,True,46.86,81.63,8.35,False,0.156,True,True,True,13.38,legitimate
NEST010205,CLM00000205,account_change,0.0,2024-12-11 21:17:00,2024-12-11 20:29:00,30,2,tablet,Safari,Android,385f7c6c,False,49.219.18.47,CA,1,1,False,False,41.14,136.07,9.06,False,0.075,True,True,True,11.51,legitimate
NEST010206,CLM00000206,transfer,12254.92,2023-05-09 22:28:00,2023-05-09 21:56:00,74,3,desktop,Safari,Android,efad0498,True,80.202.205.128,IE,2,4,False,False,5.46,73.04,30.62,False,0.757,False,True,False,76.25,fraudulent
NEST010207,CLM00000207,withdrawal,11797.15,2023-05-05 22:15:00,2023-05-05 21:59:00,36,1,tablet,Chrome,macOS,4ed16a0b,False,118.189.198.25,AU,1,1,False,False,46.41,79.31,3.52,False,0.298,True,True,True,15.46,legitimate
NEST010208,CLM00000208,withdrawal,9860.73,2024-11-13 06:07:00,2024-11-13 06:06:00,27,1,desktop,Safari,Linux,726e6729,False,31.102.203.63,UK,1,1,False,False,48.54,77.5,4.65,False,0.099,True,True,True,38.94,legitimate
NEST010209,CLM00000209,withdrawal,10818.59,2023-03-03 11:41:00,2023-03-03 11:32:00,21,0,mobile,Firefox,iOS,abb90390,False,252.143.202.166,FR,1,1,False,False,28.89,10.68,0.6,False,0.29,True,True,False,24.57,legitimate
NEST010210,CLM00000210,transfer,4498.14,2023-07-14 18:11:00,2023-07-14 17:41:00,46,2,mobile,Opera,Linux,16cb4009,False,42.18.136.40,IE,1,1,False,False,48.8,227.04,17.16,False,0.202,True,True,True,17.74,legitimate
NEST010211,CLM00000211,transfer,4956.14,2023-03-06 21:34:00,2023-03-06 20:50:00,64,2,mobile,Opera,macOS,f7d40234,True,157.73.83.105,FR,1,0,False,False,18.93,468.9,306.72,False,0.013,True,True,True,27.46,legitimate
NEST010212,CLM00000212,transfer,3443.29,2024-06-22 19:44:00,2024-06-22 19:29:00,49,1,tablet,Chrome,Windows,463eba26,False,239.236.54.168,IE,1,0,False,True,28.05,319.46,27.78,False,0.297,True,True,False,7.04,legitimate
NEST010213,CLM00000213,account_change,0.0,2023-02-11 23:04:00,2023-02-11 22:59:00,65,1,desktop,Opera,Windows,f55f2b4c,True,26.186.60.137,NL,1,0,True,True,37.92,473.75,34.09,False,0.223,True,True,True,28.61,legitimate
NEST010214,CLM00000214,transfer,6824.6,2023-04-17 05:50:00,2023-04-17 05:28:00,23,2,tablet,Firefox,Linux,e9f67c09,False,154.114.239.91,FR,1,1,True,False,41.66,206.17,10.13,False,0.33,True,True,True,18.13,legitimate
NEST010215,CLM00000215,account_change,0.0,2023-09-18 11:28:00,2023-09-18 11:27:00,40,1,tablet,Chrome,iOS,e9f3e0a0,True,153.5.133.35,DE,1,0,False,False,48.58,157.45,28.38,False,0.377,True,False,True,24.97,legitimate
NEST010216,CLM00000216,withdrawal,2937.71,2023-02-08 14:22:00,2023-02-08 13:25:00,21,1,tablet,Firefox,macOS,32f0e5be,False,66.208.77.24,NL,1,0,False,False,49.65,361.79,20.38,False,0.069,True,True,True,36.77,legitimate
NEST010217,CLM00000217,transfer,4887.78,2023-02-08 23:51:00,2023-02-08 22:52:00,48,0,mobile,Safari,Android,39c0adea,False,107.239.223.31,AU,1,0,True,False,12.71,316.1,20.53,False,0.21,True,True,True,29.42,legitimate
NEST010218,CLM00000218,account_change,0.0,2024-02-07 14:48:00,2024-02-07 14:15:00,50,2,desktop,Firefox,Android,9e6fcc4f,False,75.202.101.38,CA,1,1,False,False,29.96,24.66,1.77,False,0.034,True,True,True,9.72,legitimate
